proyecto,id_expediente,tipo,estado,region,hito_pre_adenda,tiene_icsara,n_pacs,n_adendas,n_icsaras,dias_ingreso_a_admisibilidad,dias_admisibilidad_a_solicitud,dias_solicitud_a_icsara1,dias_icsara1_a_pac1,dias_pre_adenda_a_adenda1,dias_solicitud_a_ice,dias_ultima_adenda_a_ice,dias_ice_a_rca,dias_totales_ingreso_a_rca,dias_habiles_ingreso_a_admisibilidad,dias_habiles_admisibilidad_a_solicitud,dias_habiles_solicitud_a_icsara1,dias_habiles_icsara1_a_pac1,dias_habiles_pre_adenda_a_adenda1,dias_habiles_solicitud_a_ice,dias_habiles_ultima_adenda_a_ice,dias_habiles_ice_a_rca,dias_habiles_totales_ingreso_a_rca
PROYECTO DESNITRIFICADOR SCR PARA LA CALDERA DEL CICLO COMBINADO DE CENTRAL NUEVA RENCA,3777501,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,3,0,41,,90,278,21,26,307,3,0,28,,61,190,15,18,211
MODIFICACION SISTEMA TRATAMIENTO DE AGUAS DE  ENFRIAMIENTO PROACER LTDA,3694669,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,7,1,31,,10,84,43,20,112,4,1,23,,5,58,30,14,77
Planta Compostaje ANASAC,3754058,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,7,,,,,,,,,4,,,,,,,,
Almacenamiento de Productos Químicos y Planta de Dilución,3814480,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,4,1,35,,41,143,39,33,181,2,1,24,,28,99,27,23,125
Regularización de las Aguas por medio de un Pretil en la Confluencia del Estero Rosario y Estero Aculeo,3804754,DIA,Desistido,Región Metropolitana,ICSARA,True,0,0,1,5,0,42,,,,,,,3,0,29,,,,,,
Modificación Plan Regulador Comunal de Las Condes - Proyecto de Modificación Nº 10,3799273,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,1,1,3,1,34,,254,332,44,27,363,1,1,23,,176,230,31,18,250
Planta Compostaje ANASAC,3813791,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,5,,,,,,,,,3,,,,,,,,
Almacenamiento y Separación de Componentes de Baterías,3819154,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,4,1,41,,136,376,49,36,417,2,1,28,,95,259,34,24,286
S/E POLPAICO 220 KV: INSTALACIÓN SEGUNDO AUTOTRANSFORMADOR 750 MVA,3820344,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,6,0,67,,11,118,40,26,150,4,0,45,,9,81,27,17,102
Nueva Planta Titan,3799089,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,8,,,,,,,,,6,,,,,,,,
Planta Compostaje ANASAC,3827835,DIA,Desistido,Región Metropolitana,ICSARA,True,0,0,1,5,1,42,,,,,,,3,1,28,,,,,,
"RECUPERACION DE SUELOS, DEPOSITO DE TIERRA Y RESCON",3833048,DIA,Rechazado,Región Metropolitana,,False,0,0,0,4,3,,,,102,,28,137,4,1,,,,71,,19,95
Sistema de tratamiento de riles para Cecinas Hinojosa,3800029,DIA,Desistido,Región Metropolitana,ICSARA,True,0,4,2,3,3,39,,159,,,,,3,1,27,,109,,,,
Construcción de Nuevos Estudios y Habilitación de Nuevas Oficinas y Dependencias de Chilevisión en Edificio de Antigua Fábrica Textil Machasa,3826504,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,7,2,35,,106,243,29,28,280,5,2,23,,74,166,21,20,193
MPRMS 100 - ACTUALIZACION EXTENSION URBANA Y RECONVERSION INDUSTRIAL,3837736,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,3,4,63,,91,252,28,20,279,3,2,43,,63,173,20,14,192
Copropiedad Inmobiliaria  Luisa Elena,3845668,DIA,Desistido,Región Metropolitana,,False,0,0,0,2,1,,,,,,,,2,1,,,,,,,
Nueva Planta Titan,3850092,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,6,2,29,,87,265,43,26,299,4,2,19,,59,182,31,17,205
Santa María Manquehue,3854931,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,1,2,47,,3,77,27,18,98,1,2,31,,3,53,19,11,67
Planta de Tratamiento de Aguas Servidas Colina,3858934,DIA,Rechazado,Región Metropolitana,ICSARA,True,0,6,3,3,1,34,,40,242,36,20,266,3,1,22,,28,165,26,14,183
Segunda Etapa Ampliación de Planta Seleccionadora de Semillas de Maíz para Exportación,3860428,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,6,1,43,,47,205,36,31,243,3,1,30,,32,141,24,21,166
MEJORA Y AMPLIACIÓN DEL SERVICIO DE PRODUCCIÓN Y DISTRIBUCIÓN DE AGUA POTABLE RURAL DE LA EMPRESA AGUAS PIRQUE,3780115,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,3,,,,,,,,,3,,,,,,,,
Ampliación de la capacidad de almacenamiento de las bodegas de productos químicos inflamables,3863890,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,2,0,32,,123,208,53,49,259,2,0,21,,87,142,34,35,179
"Túnel Peatonal Manquehue, Clínica Alemana",3869543,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,8,4,2,0,27,,8,189,37,19,210,2,0,18,,6,129,24,13,144
Actualización y Regularización del Relleno Sanitario Santiago Poniente,3882148,DIA,Desistido,Región Metropolitana,,False,0,0,0,0,0,,,,,,,,0,0,,,,,,,
"MODIFICACION Nº 3 AL PLAN REGULADOR COMUNAL DE MACUL, M-PRMAC-3",3889752,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,2,4,49,,8,118,27,16,140,2,2,34,,6,81,19,12,97
Ampliación de Planta T-100 de Praxair,3891720,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,5,1,28,,199,380,50,39,425,3,1,19,,138,262,34,27,293
DECLARACION DE IMPACTO AMBIENTAL SANEAMIENTO AMBIENTAL DE EX VERTEDERO CERROS DE RENCA  PRIMERA ETAPA,3846876,DIA,Caducado,Región Metropolitana,ICSARA,True,0,6,3,5,13,51,,95,323,49,34,375,3,8,37,,64,224,34,22,257
cementerio parque El Olivo,3844895,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,10,5,4,0,37,,159,380,48,32,416,2,0,26,,108,262,32,22,286
Apart Hotel Los Paltos,3893976,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,10,,,,,,,,,5,,,,,,,,
Planta de Tratamiento de Aguas Servidas Las Lilas,3902138,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,7,,,,,,,,,4,,,,,,,,
Almacenamiento deSustancia Tóxica TDI,3845354,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,7,,,,,,,,,5,,,,,,,,
"Modificación Plan Regulador Comunal de Huechuraba ""MPRCH-2 Prórroga Declaratoria de Utilidad Pública de los Terrenos Destinados a Vías Coletctoras""",3917498,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,6,1,22,,6,34,6,6,47,4,1,16,,4,24,4,4,33
Sistema de Tratamiento Residuos Industriales Liquidos,3914848,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,6,,,,,,,,,4,,,,,,,,
EDIFICIO SAN ISIDRO PLAZA EDIFICIO SAN ISIDRO PLAZA,3900953,DIA,Desistido,Región Metropolitana,,False,0,0,0,4,,,,,,,,,2,,,,,,,,
Apart Hotel Los Paltos,3923250,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,6,0,103,,73,265,33,27,298,4,0,71,,50,183,22,19,206
Prórrogas Vialidad Colectora y Afectaciones a Utilidad Pública Plan Regulador Comunal,3927420,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,4,3,29,,7,71,35,13,91,4,1,21,,5,49,23,9,63
"Vivienda en Loteo Parque Residencial Manquehue Lo Curro (tercer sector), Región Metropolitana",3927710,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,7,,,,,,,,,5,,,,,,,,
Cementerio Parque Terra Nova,3929640,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,3,0,38,,144,387,50,12,402,1,0,28,,97,268,35,8,277
"Mejoramiento del Proceso de Autoclavado Procesán S.A., Planta Quilicura",3944993,DIA,Desistido,Región Metropolitana,ICSARA,True,0,4,2,2,0,41,,43,,,,,2,0,29,,29,,,,
"Vivienda en Loteo Parque Residencial Manquehue Lo Curro (tercer sector), Región Metropolitana 083/09",3949455,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,5,2,49,,7,151,59,15,173,3,2,34,,5,102,38,11,118
Almacenamiento Sustancia Tóxica TDI,3936512,DIA,Desistido,Región Metropolitana,ICSARA,True,0,4,3,1,3,32,,257,,,,,1,1,24,,176,,,,
Remediación Ambiental Depósito de Relaves La Africana,3952780,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,7,,,,,,,,,5,,,,,,,,
LINEA ANCOA-POLPAICO 1X500 kV: SECCIONAMIENTO,3937767,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,6,0,28,,22,112,33,13,131,4,0,20,,15,77,22,9,90
Ampliación del Centro de Almacenamiento de Lampa,3966516,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,1,0,67,,31,194,37,19,214,1,0,45,,23,133,27,13,147
Extracción de insumos para minería y obras civiles,3972698,DIA,Desistido,Región Metropolitana,ICSARA,True,0,4,2,3,0,125,,309,,,,,3,0,86,,212,,,,
PROYECTO INMOBILIARIO AMPLIACIÓN PARQUE LAS PALMAS,3976976,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,1,0,62,,69,459,26,23,483,1,0,42,,47,314,17,16,331
Ampliación Fábrica de Plásticos Montesa Ltda,3985133,DIA,Desistido,Región Metropolitana,ICSARA,True,0,0,1,8,0,23,,,,,,,6,0,16,,,,,,
"Modificación Línea Eléctrica Polpaico-Confluencia, Sector El Manzano",3986708,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,3,0,37,,15,88,36,13,104,1,0,26,,10,62,26,9,72
EDIFICIO SAN ISIDRO PLAZA,3982084,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,2,0,40,,8,117,36,62,181,2,0,27,,5,80,25,42,124
"Remediación Ambiental Depósito de Relaves La Africana, Proyecto Congo",3985782,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,2,0,53,,31,250,26,23,275,2,0,35,,23,172,18,16,190
Modificación Nº3 del Plan Regulador Comunal de Cerro Navia. Clasificación de la vialidad estructurante y prórroga de la declaratoria de utilidad pública de las vías colectoras.,3986834,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,0,1,3,4,24,,,52,,19,78,3,2,17,,,36,,13,54
Urbanización Haras de San Bernardo,3995605,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,5,1,48,,29,132,55,15,153,3,1,32,,21,89,36,11,104
"MODIFICACION PRMS  MPRMS- 94, SISTEMA METROPOLITANO DE AREAS VERDES DECLARATORIA DE UTILIDAD PUBLICA DE PARQUES INTERCOMUNALES Exp 88/09",3998205,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,1,4,52,,49,141,40,9,155,1,2,36,,34,96,26,7,106
CENTRAL LOMA LOS COLORADOS,3997973,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,2,0,40,,63,231,59,24,257,2,0,26,,44,159,42,16,177
Planta de Tratamiento de Aguas Servidas Las Lilas,4011034,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,5,0,70,,71,512,21,36,553,3,0,48,,48,352,15,26,381
PROYECTO INMOBILIARIO ALTO COCHRANE,3982879,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,0,1,34,,7,123,45,15,139,0,1,22,,5,82,28,11,94
Proyecto Ecoturístico Puerto Isla Hornos,3585827,EIA,Aprobado,Región de Magallanes,ICSARA,True,0,6,3,5,10,62,,85,302,32,23,340,3,8,42,,58,206,22,16,233
Proyecto Mina Invierno,4326580,EIA,Aprobado,Región de Magallanes,ICSARA,True,0,6,3,2,1,81,,72,378,31,27,408,2,1,56,,51,261,23,19,283
INSTALACIÓN LÍNEAS DE FLUJO DEL POZO TROPILLA 1,3479225,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,0,1,13,,11,32,8,9,42,0,1,9,,7,22,6,7,30
INSTALACIÓN LÍNEAS DE FLUJO DEL POZO PALENQUE OESTE 3,3483439,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,3,0,18,,5,31,8,7,41,1,0,14,,3,23,6,5,29
"CENTRO DE ENGORDA DE SALMONIDEOS, BAHÍA EASTER, CANAL VALDÉS, COMUNA DE NATALES, XII REGIÓN, Nº Pert 208122078",3486220,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,4,2,1,1,36,,148,282,15,13,297,1,1,26,,101,195,10,9,206
CONSTRUCCIÓN DE LÍNEA DE FLUJO POZO YAGÁN X-1,3478749,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,0,0,17,,17,79,45,11,90,0,0,13,,11,57,33,6,63
ESTACION DE RECEPCION DE CRUDO DESDE CAMIONES EN EL TERMINAL GREGORIO,3502836,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,2,1,27,,12,63,24,12,78,2,1,19,,8,45,18,8,56
Modificación Planta Nova Austral en Porvenir,3537869,DIA,No Admitido a Tramitación,Región de Magallanes,,False,0,0,0,5,,,,,,,,,3,,,,,,,,
PERFORACIÓN POZO DE DESARROLLO PALENQUE OESTE F,3596750,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,6,3,2,1,28,,13,99,7,11,113,2,1,20,,8,68,5,7,78
Perforación de Pozos Exploratorios Palenque Norte B y C,3599891,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,2,1,28,,13,63,22,20,86,2,1,20,,8,43,15,13,59
INSTALACIONES DE PRODUCCIÓN POZO BRÓTULA TA-1,3610157,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,6,1,27,,13,64,24,12,83,4,1,19,,8,44,17,7,56
Modificación Planta Nova Austral en Porvenir,3613468,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,6,3,7,2,34,,7,119,9,20,148,5,2,23,,5,81,7,13,101
Perforación de Pozos Exploratorios Palenque Norte D y Palenque Oeste G,3614863,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,6,3,4,0,27,,13,91,9,11,106,4,0,19,,8,62,7,7,73
INSTALACION  DE CURTIEMBRE CRECELAN EN PORVENIR,3669540,DIA,No Admitido a Tramitación,Región de Magallanes,,False,0,0,0,5,,,,,,,,,3,,,,,,,,
Construcción TK LPG para Planta Cabo Negro,3673444,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,3,0,21,,9,51,21,14,68,1,0,14,,6,34,14,10,45
INSTALACION  DE CURTIEMBRE CRECELAN EN PORVENIR,3685945,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,4,2,0,1,29,,41,120,18,12,133,0,1,19,,28,81,14,8,90
Mejoramiento calidad de la nafta en refinería Gregorio,3678682,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,0,1,16,,19,51,16,12,64,0,1,12,,12,35,11,8,44
LINEAS DE FLUJO E INSTALACIONES DE PROCESO DE PRODUCCION DEL AREA DE  VELLON,3687830,DIA,Desistido,Región de Magallanes,ICSARA,True,0,6,4,1,0,28,,13,,,,,1,0,19,,8,,,,
"CENTRO DE ENGORDA DE SALMONIDEOS, PUNTA MAURICIO SUR, ESTERO POCA ESPERANZA, COMUNA DE NATALES, XII REGIÓN, Nº Pert 207122033",3690255,DIA,Desistido,Región de Magallanes,ICSARA,True,0,0,1,2,0,27,,,,,,,2,0,18,,,,,,
"CENTRO DE ENGORDA DE SALMONIDEOS, BRAZO DE HOJEDA, ESTERO POCA ESPERANZA, COMUNA DE NATALES, XII REGIÓN, Nº Pert 207122058",3689216,DIA,Desistido,Región de Magallanes,ICSARA,True,0,0,1,1,1,26,,,,,,,1,1,17,,,,,,
"CENTRO DE ENGORDA DE SALMONIDEOS, BRAZO DE GUARDRAMIRO, ESTERO POCA ESPERANZA, COMUNA DE NATALES, XII REGIÓN, Nº Pert 207122034",3690927,DIA,Desistido,Región de Magallanes,ICSARA,True,0,2,2,1,1,26,,134,,,,,1,1,17,,92,,,,
"CENTRO DE ENGORDA DE SALMONIDEOS, PENÍNSULA VICUÑA MACKENNA, ESTERO POCA ESPERANZA, COMUNA DE NATALES, XII REGIÓN, Nº Pert 207122032",3691560,DIA,Desistido,Región de Magallanes,ICSARA,True,0,0,1,1,1,26,,,,,,,1,1,17,,,,,,
"CENTRO DE ENGORDA DE SALMONIDEOS PUNTA ENTRADA, ESTERO POCA ESPERANZA, COMUNA DE NATALES, XII REGIÓN, Nº Pert 204122001",3706780,DIA,Desistido,Región de Magallanes,ICSARA,True,0,0,1,4,1,22,,,,,,,2,1,15,,,,,,
Construcción y Habilitación Ruta Patrimonial Cabo Froward,3724719,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,2,1,0,22,,24,83,13,20,104,1,0,15,,15,56,9,13,70
"Habilitación de Estación Científica y nuevo Sistema de Tratamiento de Aguas Servidas Campamento Whale&Sound, Isla Carlos III",3736061,DIA,No Admitido a Tramitación,Región de Magallanes,,False,0,0,0,6,,,,,,,,,3,,,,,,,,
CONSTRUCCIÓN DE LÍNEAS DE FLUJO POZOS ALAKALUF X-2 Y ALAKALUF X-3,3754755,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,1,0,19,,16,42,7,19,62,1,0,12,,12,29,5,12,42
Sistema de Manejo de Residuos Líquidos de la Empresa Metales del Norte E.I.R.L,3758807,DIA,Desistido,Región de Magallanes,ICSARA,True,0,0,1,5,1,22,,,,,,,3,1,15,,,,,,
"Habilitación de Estación Científica y nuevo Sistema de Tratamiento de Aguas Servidas Campamento Whale&Sound, Isla Carlos III",3765540,DIA,Rechazado,Región de Magallanes,ICSARA,True,0,4,2,0,0,26,,289,386,10,14,400,0,0,17,,200,266,7,10,276
"AMPLIACIÓN CENTRO DE CULTIVO DE SALMONIDEOS, SECTOR ESTE PUNTA DAROCH, CANAL SEÑORET, COMUNA DE NATALES, XII REGIÓN, Nº Pert 208122086",3812811,DIA,Desistido,Región de Magallanes,ICSARA,True,0,2,1,1,0,21,,154,,,,,1,0,15,,106,,,,
Perforación de Pozo Exploratorio Palenque Norte E,3818207,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,4,2,0,0,23,,8,66,13,13,79,0,0,17,,5,46,9,9,55
"Drenaje y Evacuación de Aguas Lluvias Av. Venancia Elgueta, Comuna de Punta Arenas, Región de Magallanes y Antártica Chilena.",3842109,DIA,Aprobado,Región de Magallanes,,False,0,0,0,4,3,,,,6,,1,14,2,3,,,,4,,1,10
"ACTIVIDADES DE PERFORACIÓN POZOS EN ÁREA CLARENCIA, BLOQUE CAUPOLICÁN. TIERRA DEL FUEGO",3842131,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,8,4,3,0,18,,14,122,14,12,137,1,0,13,,9,84,9,8,93
POZO DE EXPLORACIÓN Y PRODUCCIÓN CALAFATE Y3,3855494,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,1,0,32,,16,61,13,14,76,1,0,20,,12,41,9,10,52
CONSTRUCCIÓN LÍNEA DE FLUJO PARA OPERACIÓN DEL POZO CHAÑARCILLO Nº 38,3885783,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,1,1,23,,10,49,16,15,66,1,1,16,,6,34,12,11,47
"CENTRO DE ENGORDA DE SALMONES      SENO SKYRING, SUR DE ISLA ESCARPADA",3900321,DIA,Rechazado,Región de Magallanes,ICSARA,True,0,6,3,3,0,20,,223,500,10,8,511,2,0,14,,154,343,6,6,351
Proyecto Construcción de Embarcadero Bahía Yendegaia - Sector Caleta 2 de Mayo,3873644,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,4,2,6,0,27,,75,141,16,5,152,4,0,19,,51,98,11,3,105
"POZOS EXPLORATORIOS LENGA-RUSSFIN, TIERRA DEL FUEGO",3905716,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,6,3,6,0,20,,7,78,8,10,94,4,0,14,,5,55,6,5,64
Sistema de Tratamiento de Riles - Planta BIOTEX DOS S.A.,3874415,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,4,2,7,0,28,,26,128,17,5,140,5,0,20,,17,89,12,3,97
Construcción Poliducto de 6 de Río Pescado a Cabo Negro,3931180,DIA,Rechazado,Región de Magallanes,ICSARA,True,0,10,5,2,0,21,,7,157,6,4,163,2,0,15,,5,106,3,4,112
Construccion de Linea de Flujo Pozo Dicky 16,3933051,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,7,0,16,,15,51,20,19,77,5,0,12,,11,36,13,12,53
Desarrollo del Pozo Alacaluf 4,3939389,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,4,2,7,0,16,,2,59,14,11,77,5,0,12,,2,42,10,6,53
CONSTRUCCIÓN COLECTOR 12 POZO TROPILLA 1,3946708,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,8,4,0,1,21,,10,102,15,13,116,0,1,15,,6,70,11,9,80
PLAN DE CIERRE Y OPERACIÓN TRANSITORIA  DEL VERTEDERO  PUERTO WILLIAMS,3951064,DIA,No Admitido a Tramitación,Región de Magallanes,,False,0,0,0,2,,,,,,,,,2,,,,,,,,
"CONSTRUCCIÓN OBRAS DE REGULACIÓN SECTOR PARQUE D""""AGOSTINI, PUNTA ARENAS.",3960810,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,1,4,28,,29,59,2,12,76,1,2,20,,19,41,2,8,52
Desarrollo del Pozo Aonikekn 3,3965481,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,0,0,24,,11,52,17,11,63,0,0,18,,6,37,13,6,43
Construcción de Linea de Flujo Pozo Yagan Norte x-1,3967190,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,0,0,25,,4,45,16,18,63,0,0,19,,2,32,11,11,43
PLAN DE CIERRE Y OPERACIÓN TRANSITORIA  DEL VERTEDERO  PUERTO WILLIAMS,3973014,DIA,Rechazado,Región de Magallanes,ICSARA,True,0,6,3,1,0,27,,14,213,24,12,226,1,0,19,,9,148,18,8,157
Construcción de Linea de Flujo Pozo Pampa Larga 15,3972692,DIA,Aprobado,Región de Magallanes,,False,0,0,0,0,0,,,,28,,12,40,0,0,,,,20,,7,27
"PARQUE EÓLICO CABO NEGRO, FASE I",4010859,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,0,0,17,,26,59,16,7,66,0,0,13,,16,41,12,5,46
PERFORACIÓN POZOS EN BLOQUE COIRÓN,4012315,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,1,0,21,,9,58,28,6,65,1,0,14,,7,40,19,4,45
"Normalización Río de la Mano, Punta Arenas, XII Región.",4012467,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,4,2,1,0,21,,63,117,7,3,121,1,0,14,,44,79,4,3,83
"""Servicio de Albergue y Área de Acampar Destinados a Caminantes de Zona Primitiva, Sector Lago Grey, Lago Dickson y los Perros, Parque Nacional Torres del Paine""",3914980,DIA,No Admitido a Tramitación,Región de Magallanes,,False,0,0,0,5,,,,,,,,,3,,,,,,,,
"Mejoramiento, Conservación Fuerte Bulnes y Parque Histórico Rey Don Felipe.",4012873,DIA,No Admitido a Tramitación,Región de Magallanes,,False,0,0,0,5,,,,,,,,,3,,,,,,,,
Construcción de línea de flujo es instalaciones de proceso del pozo Tropilla F,4012984,DIA,No Admitido a Tramitación,Región de Magallanes,,False,0,0,0,0,,,,,,,,,0,,,,,,,,
Construcción de línea de flujo e instalaciones de proceso de producción Pozo Tropilla G,4016472,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,0,0,28,,7,49,14,14,63,0,0,19,,5,33,9,10,43
Construcción de línea de flujo e instalaciones de proceso de producción del pozo Tropilla E,4031652,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,0,0,22,,7,43,14,14,57,0,0,15,,5,29,9,10,39
"Servicio de Albergue y Área de Acampar Destinados a Caminantes de Zona Primitiva, Sector Lago Grey, Lago Dickson y los Perros, Parque Nacional Torres del Paine",4052658,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,4,2,0,1,22,,140,267,17,18,286,0,1,15,,96,184,13,11,196
Construcción de línea de flujo para el pozo Palenque Norte 1,4058598,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,8,4,0,0,19,,7,144,31,9,153,0,0,12,,5,98,21,7,105
Habilitación de Nuevos Sitios de Camping  Obras de Manteción  Camping Serrano,4070919,DIA,No Admitido a Tramitación,Región de Magallanes,,False,0,0,0,1,,,,,,,,,1,,,,,,,,
Habilitación de Nuevos Sitios de Camping  Obras de Mantención  Camping Serrano,4078444,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,6,3,0,1,25,,21,113,16,16,130,0,1,16,,15,77,12,11,89
"CONEXIÓN A GASODUCTO DE 18""",4078917,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,4,2,0,0,19,,22,99,3,23,122,0,0,12,,16,67,3,17,84
CONSTRUCCION DE LINEA DE FLUJO POZO MONTE AYMOND 34,4080906,DIA,Aprobado,Región de Magallanes,,False,0,0,0,1,0,,,,27,,7,35,1,0,,,,18,,5,24
Pozo de Exploración y Producción Manantiales Oeste A,4085486,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,8,4,0,0,24,,14,137,11,8,145,0,0,15,,10,93,7,6,99
"CENTRO DE CULTIVO DE MITILIDOS, COMERCIAL PORVENIR Y COMPAÑÍA LIMITADA",4071451,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,4,2,3,1,18,,55,125,23,13,142,3,1,11,,38,85,17,9,98
Construcción de Líneas de Flujo de los Pozos Tropilla C y Tropilla D,4091973,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,4,2,0,0,22,,5,51,14,7,58,0,0,15,,3,36,10,5,41
Perforación de 4 pozos exploratorios sector Calafate,4119788,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,8,4,1,0,20,,9,128,10,32,161,1,0,14,,7,89,8,22,112
Comercializadora de materiales reciclables METALMAG,4127204,DIA,Desistido,Región de Magallanes,ICSARA,True,0,0,1,1,1,25,,,287,,,,1,1,17,,,198,,,
"Mejoramiento, Conservación Fuerte Bulnes y Parque histórico Rey Don Felipe",4134641,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,1,1,26,,91,129,12,44,175,1,1,18,,62,88,8,31,121
"Conservación Calado Barranco Amarillo, Punta Arenas",4129371,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,1,1,0,27,,41,90,22,12,103,1,0,19,,26,61,16,9,71
Perforación de pozo exploración Las Violetas A-T,4146275,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,8,4,0,0,21,,6,121,10,32,153,0,0,15,,4,84,8,22,106
"Suministro de Agua Potable Rural Norte: Sectores Ruta 9 Lado Poniente, Ojo Bueno y Otros Suministro de Agua Potable Rural Norte",4010487,DIA,No Admitido a Tramitación,Región de Magallanes,,False,0,0,0,4,,,,,,,,,4,,,,,,,,
"AMPLIACION PLANTA PROCESO Y CAMBIO SISTEMA TRATAMIENTO PARA LA PRODUCCION DE SALMÓN FRESCO PESQUERA EDEN LTDA. PUERTO NATALES, XII REGIÓN  APP SALMONES EDEN",4033120,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,6,3,3,0,27,,49,182,17,20,205,3,0,18,,33,126,13,13,142
