proyecto,id_expediente,tipo,estado,region,hito_pre_adenda,tiene_icsara,n_pacs,n_adendas,n_icsaras,dias_ingreso_a_admisibilidad,dias_admisibilidad_a_solicitud,dias_solicitud_a_icsara1,dias_icsara1_a_pac1,dias_pre_adenda_a_adenda1,dias_solicitud_a_ice,dias_ultima_adenda_a_ice,dias_ice_a_rca,dias_totales_ingreso_a_rca,dias_habiles_ingreso_a_admisibilidad,dias_habiles_admisibilidad_a_solicitud,dias_habiles_solicitud_a_icsara1,dias_habiles_icsara1_a_pac1,dias_habiles_pre_adenda_a_adenda1,dias_habiles_solicitud_a_ice,dias_habiles_ultima_adenda_a_ice,dias_habiles_ice_a_rca,dias_habiles_totales_ingreso_a_rca
Proyecto Línea de Transmisión Doble Circuito 2x220 kV Central Angamos a S/E Likanatai  (N),3677073,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,1,0,1,42,,31,105,32,35,141,0,1,28,,22,70,20,25,96
Declaración de Impacto Ambiental Optimización Planta El Peñón,3674528,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,7,,,,,,,,,4,,,,,,,,
"Nueva Cancha de Sales de Descarte, Pampa Blanca",3694207,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,1,4,0,35,,10,67,22,20,91,4,0,23,,6,45,16,13,62
Declaración de Impacto Ambiental Optimización Planta El Peñón,3688146,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,3,,,,,,,,,3,,,,,,,,
Proyecto Parque Eólico Valle de los Vientos,3705108,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,6,3,6,0,34,,69,364,22,13,383,4,0,22,,47,250,15,9,263
Modificación Planta SOP,3729718,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,1,7,0,36,,10,83,37,19,109,5,0,24,,6,55,25,13,73
Aumento de la Capacidad de Almacenamiento de Ácido Sulfúrico,3732757,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,1,3,1,29,,8,56,19,35,95,1,1,19,,6,38,13,23,63
"DIA Transporte de Combustible a Faenas Mineras, II Región Antofagasta",3566648,DIA,Desistido,Región de Antofagasta,ICSARA,True,0,6,4,7,0,28,,13,,,,,5,0,19,,9,,,,
OPTIMIZACIÓN PLANTA EL PEÑÓN  MINERA MERIDIAN LTDA,3759525,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,6,3,6,0,30,,24,133,23,11,150,4,0,21,,15,91,16,8,103
MODIFICACIÓN DE LA SUBESTACIÓN ANDES MEDIANTE LA INSTALACIÓN Y OPERACIÓN DE UN SISTEMA DE ALMACENAMIENTO DE ENERGÍA,3766442,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,1,5,1,28,,8,62,26,41,109,3,1,19,,6,42,17,28,74
"Declaración de Impacto Ambiental Cultivo en Etapas de Engorda para la Producción en Cautiverio de Seriola lalandi de  Nº PERT 209024004 en el Sector Las Guaneras  Bahía Isla Blanca, Tal Tal Segunda región",3747551,DIA,Rechazado,Región de Antofagasta,,False,0,0,0,7,0,,,,42,,20,69,5,0,,,,28,,13,46
"Cultivo en Etapas de Engorda para la Producción en Cautiverio de Seriola lalandi de  Nº PERT 209024006  en el Sector Caleta Buena Bahía Isla Blanca, Tal Tal Segunda región """,3748495,DIA,Rechazado,Región de Antofagasta,,False,0,0,0,7,0,,,,42,,20,69,5,0,,,,28,,13,46
"Declaración de Impacto Ambiental Cultivo en Etapas de Engorda para la Producción en Cautiverio de Seriola lalandi de  Nº PERT 209024005 en el Sector Caleta Gritón, Bahía Isla Blanca, Tal Tal Segunda Región",3749704,DIA,Rechazado,Región de Antofagasta,,False,0,0,0,7,0,,,,42,,20,69,5,0,,,,28,,13,46
CUMBRES DEL LICANCABUR,3785696,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,5,,,,,,,,,3,,,,,,,,
Aumento de Capacidad de Secado y Compactado de Cloruro de Potasio,3798716,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,3,0,28,,5,82,22,26,111,2,0,20,,3,56,16,18,76
DECLARACIÓN DE IMPACTO AMBIENTAL PARA EL TRANSPORTE TERRESTRE DE ÁCIDO SULFÚRICO EN LA II REGIÓN,3831003,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,2,,,,,,,,,2,,,,,,,,
Refuerzo Sitio 6 y Mejoramiento y Extensión Sitio 7,3813854,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,1,6,0,32,,2,61,27,21,88,4,0,20,,2,41,19,15,60
"Instalación Estanques para el Almacenamiento de Ácido Sulfúrico y Nueva Isla de Carguio a Camiones, en Terminal Mejillones S.A., Mejillones, Región de Antofagasta",3844798,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,5,,,,,,,,,3,,,,,,,,
MEJORAMIENTO SISTEMA DE ALCANTARILLADO DE AGUAS SERVIDAS DE SAN PEDRO DE ATACAMA,3855345,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,5,,,,,,,,,3,,,,,,,,
"Instalación Estanques para el Almacenamiento de Ácido Sulfúrico y Nueva Isla de Carguio a Camiones, en Terminal Mejillones S.A., Mejillones, Región de Antofagasta",3858865,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,1,3,0,30,,2,64,32,31,98,1,0,20,,2,44,22,22,67
Canaleta De Respaldo Para Conducción Transitoria de Relaves,3859068,DIA,Desistido,Región de Antofagasta,,False,0,0,0,,,,,,,,,,,,,,,,,,
Sondajes Prospección Ingeniería de Detalles Explotación Subterránea Yacimiento Chuquicamata,3737660,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,1,,,,,,,,,1,,,,,,,,
Planta de Tratamiento de Efluentes Hospital del Cobre,3826608,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,1,,,,,,,,,1,,,,,,,,
Granja Eólica Calama,3832245,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,1,0,35,,66,224,35,8,233,1,0,23,,47,153,24,6,160
Canaleta de Respaldo para Conducción Transitoria de Relaves,3867415,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,5,1,27,,34,131,24,39,176,2,1,18,,24,90,16,28,121
Proyecto Ampliación Productiva Planta de Procesamiento de Molibdeno en Mejillones,3870371,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,6,0,38,,78,192,43,12,210,4,0,27,,54,132,28,8,144
IMPLEMENTACION DE LINEA DE RECICLAJE Y FABRICACION DE PRODUCTOS PLASTICOS,3879507,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,6,3,5,0,28,,59,198,10,12,215,3,0,19,,42,136,8,8,147
"""MODIFICACION PLAN REGULADOR DE ANTOFAGASTA, PLAN SECCIONAL JUAN LOPEZ LA RINCONADA, ANTOFAGASTA""",3522458,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,7,,,,,,,,,5,,,,,,,,
"Lixiviaciòn de Minerales de Baja Ley, Dump 2, Fases IV-V",3881072,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,6,0,32,,36,139,26,22,167,4,0,21,,26,96,18,15,115
Sondajes de Prospecciòn Ingenieria de Detalle Explotación Subterránea del Yacimiento Chuquicamata,3881120,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,1,3,0,28,,28,86,30,21,110,1,0,19,,20,60,21,14,75
Ampliación Planta de Ácido Sulfúrico Mejillones,3880062,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,1,4,0,33,,26,97,38,15,116,4,0,22,,18,66,26,11,81
Planta de Reciclaje de residuos electronicos y fotograficos,3890409,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,6,,,,,,,,,4,,,,,,,,
Modificación del proyecto de Construcción de Sifón Río Loa en Puente Dupont - Calama,3889415,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,6,3,7,0,24,,5,100,16,14,121,5,0,18,,3,70,12,10,85
PLANTA DE RECICLAJE DE RESIDUOS ELECTRONICOS Y FOTOGRAFICOS,3916246,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,1,0,29,,70,175,43,13,189,1,0,21,,48,120,28,9,130
Transporte Ferroviario de ácido sulfúrico Línea Principal,3920540,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,3,0,32,,6,75,16,15,93,3,0,22,,4,51,11,11,65
Explotación Subterránea Mina Faride,3951093,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,7,,,,,,,,,5,,,,,,,,
"PLANTA SOLAR FOTOVOLTAICA CALAMA SOLAR 1, II REGIÓN",3951215,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,5,,,,,,,,,3,,,,,,,,
MEJORAMIENTO SISTEMA DE ALCANTARILLADO DE AGUAS SERVIDAS DE SAN PEDRO DE ATACAMA,3958711,DIA,Rechazado,Región de Antofagasta,ICSARA,True,0,2,2,7,0,27,,379,868,462,11,886,5,0,19,,260,598,319,7,610
Modificación Proyecto Minero Algorta Sistema de Bombeo de Agua de Mar y del Tendido Eléctrico,3981859,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,6,3,3,0,36,,6,135,23,19,157,1,0,25,,4,92,15,13,106
Explotación Subterránea Mina Faride (Reingreso),3985925,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,3,0,28,,10,101,31,34,138,1,0,19,,8,71,23,21,93
"Proyecto de Loteo de Vivienda Social Covadonga (FSV I), Tocopilla",3984314,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,1,0,0,30,,26,71,15,13,84,0,0,21,,17,49,11,9,58
"Proyecto de Loteo Vivienda Social Corpesca (FSV I), Tocopilla",3984624,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,1,0,0,30,,26,71,15,13,84,0,0,21,,17,49,11,9,58
"MODIFICACION DE EMPLAZAMIENTO DE PLANTA DE CHANCADO MOVIL, PLANTA TALTAL",3981408,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,6,,,,,,,,,4,,,,,,,,
PROYECTO DE EXPLOTACION SUBTERRANEA MINA JEHOVA III,3939690,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,6,,,,,,,,,4,,,,,,,,
Relleno Sanitario de Mejillones,4010626,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,1,1,40,,17,125,35,14,141,1,1,26,,13,84,22,10,96
"Planta Solar Fotovoltaica Calama Solar 1, II Región",4012348,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,6,3,1,0,33,,18,126,34,14,141,1,0,22,,13,85,21,10,96
Transporte de Cianuro de Sodio Sólido desde el Puerto de Antofagasta hasta la Mina El Peñón Alternativa Puerto de Mejillones,4029496,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,3,0,28,,31,189,67,7,199,3,0,19,,20,130,49,5,138
"Embarcadero, Uso de Biomasa y Depósito de Cenizas Central Térmica Andino",4031731,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,4,1,31,,24,154,25,10,169,2,1,21,,16,105,17,8,116
AMPLIACION Y MEJORAMIENTO AEROPUERTO EL LOA CALAMA  II REGIÓN DE ANTOFAGASTA,4025852,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,6,0,29,,85,226,23,20,252,3,0,20,,58,157,17,13,173
Centro de Tratamiento de Aguas Oleosas Contaminadas por Separación Física .,4062813,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,6,,,,,,,,,4,,,,,,,,
DIA MODIFICACIÓN PROYECTO PLANTA DE ÓXIDOS DE TALTAL,4067151,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,4,0,39,,58,174,37,18,196,4,0,26,,39,120,27,11,135
Traslado Petrolera P-1 Mina Radomiro Tomic,4086983,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,7,,,,,,,,,5,,,,,,,,
Instalación de Planta Productora de ANFO en Planta Río Loa,4099568,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,7,,,,,,,,,5,,,,,,,,
ANTEPROYECTO REFERENCIAL AMPLIACION Y MEJORAMIENTO DEL AEROPUERTO CERRO MORENO  II REGION,4106081,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,2,0,32,,58,194,36,19,215,2,0,22,,39,134,25,12,148
Regularización de Planta Concentradora de Ácido Nítrico y Sulfúrico en Planta Río Loa,4111058,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,5,,,,,,,,,3,,,,,,,,
Proyecto Curado de Viruta de Madera,4140108,DIA,No Admitido a Tramitación,Región de Antofagasta,,False,0,0,0,2,,,,,,,,,2,,,,,,,,
CENTRO DE TRATAMIENTO DE INCINERACION DE RESIDUOS DOMESTICOS Y ASIMILABLES A DOMESTICOS,4148102,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,4,2,1,0,27,,19,83,13,12,96,1,0,19,,12,56,9,8,65
Flexibilización en la Operación de los Hornos de Calcinación Nº1 y Nº2 y Ampliación de la Matriz de Combustible para usar Coke de Petróleo en Hornos de Calcinación,3606195,EIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,6,,,,,,,,,4,,,,,,,,
Flexibilización en la Operación de los Hornos de Calcinación Nº1 y Nº2 y Ampliación de la Matriz de Combustible para usar Coke de Petróleo en Hornos de Calcinación,3674866,EIA,Desistido,Región Metropolitana,,False,0,0,0,6,6,,,,,,,,4,3,,,,,,,
Flexibilización en la Operación de los Hornos de Calcinación Nº1 y Nº2 y Ampliación de la Matriz de Combustible para usar Coke de Petróleo en Hornos de Calcinación,3731901,EIA,Rechazado,Región Metropolitana,ICSARA,True,0,6,3,4,1,96,,149,576,14,18,599,2,1,64,,103,395,10,11,409
Líneas de Transmisión Eléctrica S/E Maitenes-S/E Alfalfal y Central Alfalfal II-S/E Alfalfal,4038829,EIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,4,1,72,,47,233,114,61,299,2,1,50,,30,161,81,41,205
Interconexión Embalse El Yeso  Acueducto Laguna Negra,4071399,EIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,6,0,77,,99,309,55,48,363,4,0,53,,69,213,37,32,249
Planta de recuperación de cobre y molibdeno desde relaves,4795330,EIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,1,0,68,,63,259,79,41,301,1,0,46,,43,180,57,28,209
LÍNEA DE ENTRADA A ALTO JAHUEL 2X500 kV Exp. 017/2010,5066084,EIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,2,5,0,56,,106,295,38,70,370,3,0,39,,75,207,27,46,256
Reconversión Tecnológica Planta de Tratamiento de Aguas Servidas La Cadellada,5083911,EIA,Aprobado,Región Metropolitana,ICSARA,True,0,3,3,2,0,61,,84,406,45,87,495,2,0,42,,60,281,32,61,344
MODIFICACIÓN AL PLAN REGULADOR COMUNAL DE SANTIAGO SECTOR EXPANSIÓN DEL CENTRO Y DESAFECTACIÓN DE VÍAS SECTORES NºS 3  4 Y TERRITORIO COMUNAL,3455784,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,3,3,74,,26,256,156,41,303,3,1,54,,17,178,107,28,210
Edificios Geocentro Moneda - Geocentro Tucapel Jiménez,3486689,DIA,Desistido,Región Metropolitana,,False,0,0,0,,,,,,,,,,,,,,,,,,
Regularización de Instalaciones Planta de Reciclaje de Baterías,3500539,DIA,Desistido,Región Metropolitana,ICSARA,True,0,4,2,4,0,74,,97,,,,,4,0,52,,65,,,,
Proyecto Habitacional Barrio Plazaviva II,3500149,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,7,,,,,,,,,5,,,,,,,,
PROYECTO INMOBILIARIO VISTA HERMOSA,3507517,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,5,0,43,,9,134,43,51,190,3,0,31,,7,93,29,35,131
Edificio Mapocho,3504361,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,5,0,25,,39,329,38,36,370,3,0,19,,27,227,25,24,254
PROYECTO INMOBILIARIO  EDIFICIOS MANQUEHUE-KENNEDY,3510856,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,5,3,56,,21,200,22,28,236,3,3,40,,14,137,16,20,163
"Refuerzo Líneas 110 kV San Cristóbal  Cerro Navia, tramo San Cristóbal  Tap Recoleta y El Salto  San Cristóbal, tramo Torre T28  San Cristóbal",3514670,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,6,0,48,,40,186,98,35,227,4,0,34,,27,127,66,25,156
RIMCHI LTDA,3518110,DIA,Desistido,Región Metropolitana,ICSARA,True,0,0,1,8,0,71,,,,,,,6,0,50,,,,,,
"Anhelo, Manuel Bustos e Ilusión",3408848,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,5,5,38,,60,233,34,20,263,3,3,28,,40,161,23,13,180
Planta de Desarrollo y Elaboración de Productos Farmacéuticos,3524016,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,7,3,35,,65,247,76,47,304,5,1,25,,45,170,52,33,209
Condominio Los Litres,3526546,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,7,1,55,,42,476,46,35,519,5,1,39,,28,328,31,24,358
Proyecto Habitacional Barrio Plazaviva II,3531625,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,7,1,33,,74,166,21,32,206,5,1,23,,51,113,14,24,143
Planta de Tintas San Bernardo,3532282,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,8,4,8,0,36,,35,285,53,34,327,6,0,26,,24,196,36,22,224
Fabricacion y Envasado de Alimentos de Consumo Animal,3537919,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,7,,,,,,,,,5,,,,,,,,
AMPLIACIÓN PATIO 220 kV S/E POLPAICO,3543044,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,6,1,54,,13,138,71,69,214,4,1,38,,8,94,48,48,147
Ampliación Planta de Alimentos para Mascotas,3544899,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,5,1,56,,74,208,78,20,234,3,1,40,,49,143,54,13,160
Bodega de Licores,3451889,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,6,0,33,,10,133,34,55,194,4,0,23,,8,92,24,37,133
DECLARACIÓN DE IMPACTO AMBIENTAL PROYECTO PLANTA ECOTRANS MALLOCO,3546556,DIA,Desistido,Región Metropolitana,ICSARA,True,0,2,1,6,0,88,,325,,,,,4,0,60,,225,,,,
"Sistema de Producción de Agua Potable y Sistema de Tratamiento de Aguas Servidas, Sector Estación Comuna de Buin",3546749,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,1,1,37,,39,372,51,26,400,1,1,27,,26,256,36,18,276
"Sistema de Producción de Agua Potable y  Sistema de Tratamiento de Aguas Servidas, Sector San Luis y Brisa Norte, Comuna de Colina",3546904,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,6,4,52,,57,455,19,18,483,4,2,38,,38,314,13,13,333
Centro de Distribución UNIMARC,3547967,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,3,0,85,,14,133,34,49,185,3,0,59,,9,92,24,33,128
Edificio Olivares,3564546,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,5,1,56,,40,231,48,28,265,3,1,39,,26,158,32,20,182
"RELOCALIZACIÓN DE LA PLANTA DE ""RECUPERACION DE ENVASES (LAVADO DE ENVASES)""",3568064,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,6,0,37,,42,388,42,26,420,4,0,27,,28,268,30,17,289
"Modificación Nº 1 al Plan Regulador Comunal de Macul, M-PRMAC-1",3578833,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,4,,,,,,,,,4,,,,,,,,
RECOLETA 5200 - LOTE  Nº 3,3581345,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,7,1,65,,59,205,57,41,254,5,1,45,,39,141,40,28,175
Fábrica de Tuberías de Polietileno y PVC y Bodega de Equipos de Riego Tecnificado,3600086,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,8,1,50,,28,169,30,19,197,6,1,35,,18,116,22,13,136
PROYECTO MEJORAMIENTO PLANTA DE TRATAMIENTO DE RILES,3601916,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,4,5,42,,131,216,43,23,248,4,3,29,,89,147,29,17,171
Sistema de tratamiento de riles Cecinas Hinojosa S.A. sistema de tratamiento de riles cecinas hinojosa,3525166,DIA,Desistido,Región Metropolitana,,False,0,0,0,2,,,,,,,,,2,,,,,,,,
CONJUNTO LA VARA,3581374,DIA,Desistido,Región Metropolitana,ICSARA,True,0,2,1,7,3,79,,75,,,,,5,1,54,,51,,,,
Subestación y Tendido Eléctrico Sector Alhué,3615321,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,1,0,87,,52,245,35,20,266,1,0,60,,34,168,24,14,183
REPOSICION CONSTRUCCION DE PUENTE LOS LAGARTOS,3612741,DIA,Caducado,Región Metropolitana,ICSARA,True,0,2,1,7,2,74,,93,221,54,18,248,5,2,49,,65,150,36,14,171
Reposición Puente Lepe Dos,3614052,DIA,Caducado,Región Metropolitana,ICSARA,True,0,4,2,7,2,98,,120,382,69,16,407,5,2,67,,82,261,48,12,280
"Reposición/Construcción Puente Lepe Uno Comuna Curacaví, Provincia Melipilla Región Metropolitana",3616923,DIA,Caducado,Región Metropolitana,ICSARA,True,0,6,3,7,2,98,,126,424,34,18,451,5,2,67,,86,291,24,13,311
"Reposición/Construcción Puente El Cristo Comuna de San José de Maipo, Provincia Cordillera - Región Metropolitana",3617435,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,6,1,74,,93,277,38,36,320,4,1,49,,65,189,25,24,218
"Modificación Nº 1 al Plan Regulador Comunal de Macul, M-PRMAC-1",3618801,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,1,0,76,,65,169,28,31,201,1,0,51,,45,116,20,20,137
Modificacion fabrica de alimentos de consumo animal,3626864,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,4,,,,,,,,,4,,,,,,,,
Fábrica de Productos Plásticos Kendy,3623395,DIA,Desistido,Región Metropolitana,,False,0,0,0,,,,,,,,,,,,,,,,,,
"Estacionamiento Subterráneos Plaza 19 de Abril, Comuna de Ñuñoa",3624072,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,5,2,55,,64,301,41,27,335,3,2,36,,44,205,27,19,229
TERMINAL DE BUSES SAN ALFONSO,3596088,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,5,1,78,,66,467,42,38,511,3,1,53,,44,320,29,27,351
Modificación fabrica de alimentos de consumo animal,3646304,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,8,4,5,3,28,,197,441,17,26,475,3,3,18,,136,303,13,16,325
Condominio San Luis,3654020,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,6,1,51,,6,89,32,49,145,4,1,34,,4,59,21,34,98
"Plan de Regularización y Extracción de Áridos del Río Colina, Tramo Km 0+200 a Km 4+200, Aguas Arriba de Puente Esmeralda,",3675372,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,7,1,71,,124,357,40,15,380,4,1,49,,84,245,27,11,261
EDIFICIOS GEOCENTRO  MONEDA - TUCAPEL JIMENEZ,3679458,DIA,Desistido,Región Metropolitana,,False,0,0,0,,,,,,,,,,,,,,,,,,
Loteo Jose Alcalde Delano,3688876,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,5,1,72,,54,208,41,39,253,2,1,50,,36,142,28,28,173
Sucursal Santiago Lo Boza,3690158,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,3,0,33,,29,146,50,43,192,3,0,22,,20,100,36,29,132
MODIFICACIÓN PLANTA DE TRATAMIENTO DE PURINES PLANTEL CAMPESINO,3695408,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,3,2,34,,23,110,20,28,143,1,2,22,,17,74,14,20,97
Construcción de Nuevos Estudios y Habilitación de Nuevas Oficinas y Dependencias de Chilevisión en Edificio de Antigua Fábrica Textil Machasa,3540255,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,2,,,,,,,,,2,,,,,,,,
Modificacion Linea de Transmision Electrica N°2; 66 kV San Francisco - Los Bronces,3718109,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,6,0,59,,13,122,50,19,147,4,0,41,,8,84,35,13,101
Regularización Fábrica de Productos Plásticos Kendy,3716090,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,3,0,36,,65,199,38,17,219,3,0,24,,43,135,25,13,151
Plan Regulador Comunal de Alhué,3640124,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,5,1,48,,93,545,55,18,569,3,1,32,,65,373,36,13,390
Sistema de tratamiento de RILES Planta Lactea Estacion Colina,3723412,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,3,1,36,,20,121,34,54,179,1,1,24,,14,83,24,36,121
Condominio Prados del Norte,3723541,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,7,0,43,,19,195,43,23,225,5,0,29,,12,133,30,17,155
"Extracción, Procesamiento y Comercialización de Áridos en caude del Río Mapocho",3729252,DIA,Desistido,Región Metropolitana,ICSARA,True,0,0,1,6,0,57,,,,,,,4,0,39,,,,,,
MODIFICACIÓN Nº2 PLAN REGULADOR  COMUNAL DE CERRO NAVIA,3720174,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,3,0,57,,11,133,30,22,158,3,0,39,,6,91,22,15,109
"Modificación al Plan Regulador Comunal de San Miguel, Sector Barros Luco.",3725195,DIA,Aprobado,Región Metropolitana,,False,0,0,0,8,0,,,,90,,21,119,5,0,,,,61,,15,81
"Bodega de Almacenamiento Temporal de Baterías Vehiculares en Desuso para Reciclaje, Edwin Maldonado Rejas",3736254,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,6,,,,,,,,,3,,,,,,,,
Proyecto de Mejoramiento del Sistema de Agua Potable Rural Para la Localidad de Noviciado - Peralito,3650654,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,6,1,35,,103,225,32,42,274,3,1,24,,70,155,23,28,187
Planta Donnelley San Bernardo,3743958,DIA,No Admitido a Tramitación,Región Metropolitana,,False,0,0,0,8,,,,,,,,,5,,,,,,,,
Sistema de tratamiento de Riles Agroindustrial Codigua,3732323,DIA,Desistido,Región Metropolitana,ICSARA,True,0,0,1,3,0,34,,,,,,,3,0,23,,,,,,
"Urbanizaqción lotes D1,D2 y Eq, frente a camino San Francisco",3752110,DIA,Desistido,Región Metropolitana,ICSARA,True,0,2,1,2,1,50,,35,,,,,2,1,35,,23,,,,
"Bodega de Almacenamiento Temporal de Baterías Vehiculares en Desuso para Reciclaje, Edwin Maldonado Rejas",3769011,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,6,3,2,0,33,,50,210,40,9,221,2,0,22,,34,144,27,7,153
Planta Donnelley San Bernardo,3777126,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,4,2,1,0,36,,78,327,52,17,345,1,0,25,,54,224,35,13,238
Edificios Geocentro Moneda- Geocentro Tucapel Jimenez,3767338,DIA,Aprobado,Región Metropolitana,ICSARA,True,0,2,1,7,1,36,,62,128,30,25,161,5,1,25,,42,88,21,16,110
